Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string
239,239,1288847,6/29/2021,143782.0,1288847_0.csv,1886.0,47927.33333333334,575128.0,304.94591728525984,-0.04256495301271421,1.0425649530127141,0.04279021192033779,0.003952525273350789,1.8371322813169689e-06,-7164.2488879095445,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000110/Financial_Report.xlsx,2021-06,46024,597.7142857142858,7.676351968799387,77.86436684296156,"Q2,2021"
240,240,1288847,3/30/2021,137882.0,1288847_0.csv,1809.0,45960.66666666666,551528.0,304.88004422332784,-0.07806912991656734,1.0780691299165674,0.07817179497204507,0.0037903359929626346,1.7621274108708358e-06,-3905.257360356825,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000069/Financial_Report.xlsx,2021-03,44799,341.9770992366412,4.511898225299961,75.79450647158731,"Q1,2021"
241,241,1288847,12/30/2020,127885.0,1288847_0.csv,1678.0,42628.333333333336,511540.0,304.85101311084617,,,,0.00423860265482326,1.7175025588536337e-06,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1288847/000128884721000029/Financial_Report.xlsx,2020-12,37053,,,78.28147253790655,"Q4,2020"
242,242,1301991,ttm,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('-1', 'ttm')",,2021-ttm,0,,,78.11084445079186,"-1,ttm"
243,243,1301991,12/30/2021,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q4', '2021')",,2021-12,0,,,69.62635100360265,"Q4,2021"
244,244,1301991,9/29/2021,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621011870/Financial_Report.xlsx,2021-09,0,,,69.22317563976004,"Q3,2021"
245,245,1301991,6/29/2021,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q2', '2021')",,2021-06,0,,,69.48853615520282,"Q2,2021"
246,246,1301991,3/30/2021,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621004057/Financial_Report.xlsx,2021-03,0,,,70.56507832362831,"Q1,2021"
247,247,1301991,12/30/2020,0.0,1301991_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1301991/000182912621000897/Financial_Report.xlsx,2020-12,0,,,69.21501070863208,"Q4,2020"
248,248,1321655,ttm,1541889.0,1321655_0.csv,39034047.0,513963.0,6167556.0,0.158004523589368,-2.1953447434251934,3.1953447434251934,2.56203868624774,0.03587874345549738,0.035868112207860944,-0.0719725337273672,"('-1', 'ttm')",,2021-ttm,614512,,,69.75120464155768,"-1,ttm"
249,249,1321655,12/30/2021,432867.0,1321655_0.csv,12215911.0,144289.0,1731468.0,0.14173875366315292,-0.10384146133192418,1.1038414613319243,0.10384142640751153,0.011899387666742265,0.011899387297876485,-1.3649533803274578,"('Q4', '2021')",,2021-12,162593,0.1414854875411705,0.0019593735753187244,72.20955172785544,"Q4,2021"
250,250,1321655,9/29/2021,392146.0,1321655_0.csv,11066726.0,130715.33333333331,1568584.0,0.14173875814762196,-0.043935421746391465,1.0439354217463914,0.04393544917767445,0.010779979245270051,0.010779978570037015,-3.22607027572834,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521323920/Financial_Report.xlsx,2021-09,153443,0.3294479107175829,0.004596436712777746,71.67463217795269,"Q3,2021"
251,251,1321655,6/29/2021,375642.0,1321655_0.csv,10600968.0,125214.0,1502568.0,0.14173875442318098,-0.10083404448334164,1.1008340444833415,0.10083403177877932,0.010326289095519864,0.010326288720046756,-1.4056636838225511,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000095012321010430/Financial_Report.xlsx,2021-06,162379,0.1672241525973558,0.002293968826567449,72.89730821999859,"Q2,2021"
252,252,1321655,3/30/2021,341234.0,1321655_0.csv,9629942.0,113744.66666666669,1364936.0,0.1417387560589669,0.07669012028508683,0.9233098797149132,0.0594335141310996,0.009380423204062979,0.009380422754724331,1.848200987716138,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521159222/Financial_Report.xlsx,2021-03,136097,-0.17015038825398848,-0.002344135734010157,72.58555286937631,"Q1,2021"
253,253,1321655,12/30/2020,322091.0,1321655_0.csv,10429805.0,107363.66666666669,1288364.0,0.12352714168673334,,,,0.010675339310276252,0.01067533776867963,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1321655/000119312521060650/Financial_Report.xlsx,2020-12,147619,,,71.65585987797789,"Q4,2020"
254,254,1327567,ttm,4857500.0,1327567_0.csv,80000.0,1619166.666666667,19430000.0,242.875,0.0778523180487355,0.9221476819512644,2.68858683271319,0.1130308318789994,7.351143929884789e-05,3119.688740005922,"('-1', 'ttm')",,2021-ttm,1972500,,,72.33821455459298,"-1,ttm"
255,255,1327567,1/30/2022,1316900.0,1327567_0.csv,86754.0,438966.66666666674,5267600.0,60.718814118081006,-0.05572254335260116,1.0557225433526012,0.05571588904922243,0.0306433973240256,7.971764256165312e-05,-1089.663365397097,"('Q4', '2021')",,2021-12,528800,115.48373007206814,1.7963356942230813,64.2885015553928,"Q4,2021"
256,256,1327567,10/30/2021,1247400.0,1327567_0.csv,82175.0,415800.0,4989600.0,60.719196836020686,-0.023044171107016585,1.0230441711070166,0.02304601000574105,0.03429066243325155,8.004578219364892e-05,-2634.9047901980152,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000040/Financial_Report.xlsx,2021-09,505900,273.3117233927606,4.3876184142662895,62.291589100841314,"Q3,2021"
257,257,1327567,7/30/2021,1219300.0,1327567_0.csv,80324.0,406433.33333333326,4877200.0,60.71908769483591,-0.13540179517987136,1.1354017951798714,0.13539435701648184,0.03351820162326729,7.824274303526204e-05,-448.4363565060202,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000029/Financial_Report.xlsx,2021-06,489800,51.13268608414239,0.8019953687231252,63.75683461308747,"Q2,2021"
258,258,1327567,4/29/2021,1073900.0,1327567_0.csv,70745.0,357966.66666666674,4295600.0,60.71948547600538,-0.05605314226003881,1.0560531422600388,0.056052709214278684,0.02952119800149819,6.891194233391778e-05,-1083.2485571338482,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000014/Financial_Report.xlsx,2021-03,448000,119.30758988015978,1.8299990909042287,65.19543669347297,"Q1,2021"
259,259,1327567,1/30/2021,1016900.0,1327567_0.csv,66990.0,338966.66666666674,4067600.0,60.71951037468279,,,,0.02795428461469737,6.52542372881356e-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1327567/000132756721000004/Financial_Report.xlsx,2020-12,427400,,,66.24234383235492,"Q4,2020"
260,260,1327811,ttm,5138798.0,1327811_0.csv,130092429.0,1712932.666666667,20555192.0,0.15800452153906666,-2.734208995546962,3.734208995546962,2.7342089219055308,0.11957645142524725,0.11954102122091476,-0.05778801905647993,"('-1', 'ttm')",,2021-ttm,1461921,,,68.3108494839265,"-1,ttm"
261,261,1327811,1/30/2022,1376141.0,1327811_0.csv,34838015.0,458713.66666666674,5504564.0,0.1580045246550356,0.06990989198646476,0.9300901080135352,0.03682616030131184,0.032021896451425245,0.03201240781206065,2.2601168470640296,"('Q4', '2021')",,2021-12,410947,-0.1569346368862291,-0.001975652387371048,79.43433667248428,"Q4,2021"
262,262,1327811,10/30/2021,1327263.0,1327811_0.csv,37456602.0,442421.0,5309052.0,0.14173875142224593,-0.05308161855840965,1.0530816185584095,0.05308161709224584,0.036486073026410736,0.03648607247223847,-2.6702040230043145,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000174/Financial_Report.xlsx,2021-09,366323,0.19402321035022088,0.0024590307539624733,78.9023114239513,"Q3,2021"
263,263,1327811,7/30/2021,1260361.0,1327811_0.csv,35568565.0,420120.33333333326,5041444.0,0.1417387516195832,-0.0726175387612182,1.0726175387612182,0.07261753499688935,0.034646956545643225,0.03464695597116696,-1.9518528724259043,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000133/Financial_Report.xlsx,2021-06,358157,0.14873407208197886,0.001878898898633461,79.16023166023166,"Q2,2021"
264,264,1327811,4/29/2021,1175033.0,1327811_0.csv,33160529.0,391677.66666666674,4700132.0,0.14173875211701234,-0.03830485346545938,1.0383048534654593,0.03830486248811511,0.032301314695310945,0.032301314046366644,-3.700281799663387,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000054/Financial_Report.xlsx,2021-03,326494,0.2668854104593211,0.003404932816981345,78.38199013157895,"Q1,2021"
265,265,1327811,1/30/2021,1131684.0,1327811_0.csv,31937180.0,377228.0,4526736.0,0.14173875088533178,,,,0.03110966331979465,0.031109662965127606,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1327811/000132781121000020/Financial_Report.xlsx,2020-12,335249,,,81.09913601140109,"Q4,2020"
266,266,1337619,ttm,1186517.0,1337619_0.csv,30037545.0,395505.66666666674,4746068.0,0.15800452400487455,-2.330103659610756,3.3301036596107565,2.7122623357038496,0.027609470622454915,0.0276012895744239,-0.06781008362145967,"('-1', 'ttm')",,2021-ttm,0,,,81.01140307387209,"-1,ttm"
267,267,1337619,12/30/2021,319621.0,1337619_0.csv,9020003.0,106540.33333333331,1278484.0,0.1417387555192609,-0.0546703758624149,1.054670375862415,0.05467030519414087,0.008786288133380065,0.00878628774595753,-2.592606201866343,"('Q4', '2021')",,2021-12,0,0.0,,,"Q4,2021"
268,268,1337619,9/29/2021,303053.0,1337619_0.csv,8552438.0,101017.66666666669,1212212.0,0.14173876501647836,-0.04957773595390341,1.0495777359539034,0.04957781795260762,0.008330838642283294,0.008330837716734853,-2.858919680161772,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021022327/Financial_Report.xlsx,2021-09,0,0.0,,,"Q3,2021"
269,269,1337619,6/29/2021,288738.0,1337619_0.csv,8148456.0,96246.0,1154952.0,0.1417387539430783,-0.049555625396073014,1.049555625396073,0.0495556242162083,0.00793732346452797,0.007937323202805376,-2.860195039619261,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021016073/Financial_Report.xlsx,2021-06,0,0.0,,,"Q2,2021"
270,270,1337619,3/30/2021,275105.0,1337619_0.csv,7763720.0,91701.66666666669,1100420.0,0.14173875410241482,0.09120449947254247,0.9087955005274576,0.04277932976775744,0.0075625562679971685,0.007562556010130528,1.5540763330989598,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021009523/Financial_Report.xlsx,2021-03,0,-0.0,,,"Q1,2021"
271,271,1337619,12/30/2020,263819.0,1337619_0.csv,8542868.0,87939.66666666669,1055276.0,0.12352713397889327,,,,0.008743980246258887,0.008743979529170932,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1337619/000162828021003457/Financial_Report.xlsx,2020-12,0,,,,"Q4,2020"
272,272,1341439,ttm,41827000.0,1341439_0.csv,275000.0,13942333.333333336,167308000.0,608.3927272727273,0.005349411709388414,0.9946505882906116,2.9785979263768665,0.9732867946480512,0.00025269557258978965,113730.77271375008,"('-1', 'ttm')",,2022-ttm,7888000,,,70.69545922111888,"-1,ttm"
273,273,1341439,2/27/2022,10513000.0,1341439_0.csv,276479.0,3504333.333333333,42052000.0,152.09835105017018,-0.014769411462443337,1.0147694114624433,0.014768339768339769,0.244630599185573,0.0002540546153238271,-10298.199859685416,"('Q1', '2022')",,2022-03,2004000,498.01192842942345,7.109428493706805,70.04950241362701,"Q1,2022"
274,274,1341439,11/29/2021,10360000.0,1341439_0.csv,272455.0,3453333.333333333,41440000.0,152.09851168082804,-0.06496790887841335,1.0649679088784134,0.06496710526315799,0.2847933804781835,0.00026539548022598867,-2341.132942503637,"('Q4', '2021')",https://www.sec.gov/Archives/edgar/data/1341439/000156459021060022/Financial_Report.xlsx,2021-12,1954000,117.56212020937369,1.6622863746104728,70.72314494361555,"Q4,2021"
275,275,1341439,8/30/2021,9728000.0,1341439_0.csv,255834.0,3242666.666666666,38912000.0,152.09862645309067,0.1335180318096838,0.8664819681903162,-0.1335174133784627,0.2674198846806727,0.0002492051431911163,1139.1616876879339,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1341439/000156459021047772/Financial_Report.xlsx,2021-09,1854000,-47.02957739333368,-0.6604383647716412,71.20963878225794,"Q3,2021"
276,276,1341439,5/30/2021,11227000.0,1341439_0.csv,295256.0,3742333.333333334,44908000.0,152.09851789633404,-0.1132367856483035,1.1132367856483034,0.11323748140803185,0.3086269577826801,0.0002876056886810832,-1343.1899980694368,"('Q2', '2021')",,2021-06,2077000,69.15726034695169,0.9751789540578468,70.91750704748016,"Q2,2021"
277,277,1341439,2/27/2021,10085000.0,1341439_0.csv,265223.0,3361666.666666666,40340000.0,152.0984228366318,,,,0.2772337106295831,0.00025835086693941166,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1341439/000156459021033616/Financial_Report.xlsx,2021-03,1915000,,,71.96808510638299,"Q1,2021"
278,278,1342936,ttm,0.0,1342936_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('-1', 'ttm')",,2021-ttm,0,,,55.91780586364027,"-1,ttm"
279,279,1342936,9/29/2021,0.0,1342936_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1342936/000137647421000416/Financial_Report.xlsx,2021-09,0,,,53.661155250161045,"Q3,2021"
280,280,1342936,6/29/2021,0.0,1342936_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1342936/000137647421000272/Financial_Report.xlsx,2021-06,0,,,55.17976215027154,"Q2,2021"
281,281,1342936,3/30/2021,0.0,1342936_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1342936/000137647421000165/Financial_Report.xlsx,2021-03,0,,,56.80388402625821,"Q1,2021"
282,282,1342936,12/30/2020,0.0,1342936_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1342936/000137647421000115/Financial_Report.xlsx,2020-12,0,,,57.869846133351096,"Q4,2020"
283,283,1348036,ttm,698977.0,1348036_0.csv,30000.0,232992.33333333328,2795908.0,93.19693333333332,0.1045043431539357,0.8954956568460644,2.581889085896424,0.01626473531122746,2.7566789737067964e-05,891.7996182804914,"('-1', 'ttm')",,2021-ttm,296006,,,59.222072891137636,"-1,ttm"
284,284,1348036,12/30/2021,195142.0,1348036_0.csv,33501.0,65047.33333333334,780568.0,23.29984179576729,-0.07713330332454504,1.077133303324545,0.07713877251375806,0.005364396703983946,3.263296317942724e-05,-302.07239663691297,"('Q4', '2021')",,2021-12,83938,34.98874531054606,0.482282775085649,72.54819603360782,"Q4,2021"
285,285,1348036,9/29/2021,181167.0,1348036_0.csv,31102.0,60389.0,724668.0,23.29972349045077,-0.07155900086132644,1.0715590008613265,0.07156925952433063,0.004980228027132342,3.029612312487824e-05,-325.6015764614029,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1348036/000156459021054616/Financial_Report.xlsx,2021-09,75867,36.52720269619644,0.4631054158954495,78.87448827513347,"Q3,2021"
286,286,1348036,6/29/2021,169067.0,1348036_0.csv,29025.0,56355.66666666666,676268.0,23.299500430663233,-0.10068259385665528,1.1006825938566551,0.100689448636402,0.004647602553793925,2.8272939801285797e-05,-231.41537715879062,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1348036/000156459021041748/Financial_Report.xlsx,2021-06,71897,27.07984934086629,0.37781385945943546,71.67510842405652,"Q2,2021"
287,287,1348036,3/30/2021,153601.0,1348036_0.csv,26370.0,51200.33333333334,614404.0,23.29935532802427,-0.06108160309029454,1.0610816030902943,0.061073500967117986,0.004222446721508635,2.5686732904734075e-05,-381.4463627220416,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1348036/000156459021025131/Financial_Report.xlsx,2021-03,64304,42.361001317523055,0.6075702762985009,69.72197780246738,"Q1,2021"
288,288,1348036,12/30/2020,144760.0,1348036_0.csv,24852.0,48253.33333333334,579040.0,23.299533236761626,,,,0.004797905307989328,2.5437052200614122e-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1348036/000156459021008919/Financial_Report.xlsx,2020-12,59759,,,65.75925553380037,"Q4,2020"
289,289,1351636,ttm,58155.0,1351636_0.csv,1472236.0,19385.0,232620.0,0.1580045590516738,-2.7340428230114084,3.7340428230114084,3.1625509984968865,0.0013532286212914483,0.0013528273418447329,-0.0577915450781564,"('-1', 'ttm')",,2021-ttm,15479,,,79.88183787469232,"-1,ttm"
290,290,1351636,12/30/2021,13971.0,1351636_0.csv,394274.0,4657.0,55884.0,0.14173899369474022,0.039595253928467904,0.9604047460715319,-0.03959579294699938,0.00038405871801744216,0.00038405805571790376,3.5796965452173484,"('Q4', '2021')",,2021-12,3598,-0.22134727776068905,-0.002950534407012383,75.01938538138188,"Q4,2021"
291,291,1351636,9/29/2021,14547.0,1351636_0.csv,410529.0,4849.0,58188.0,0.1417390732445211,0.005265300386235104,0.9947346996137648,-0.005265317286652141,0.00039989279013669256,0.0003998918760958504,26.919465718435504,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1351636/000095017021004414/Financial_Report.xlsx,2021-09,4018,-1.849056603773585,-0.024992870022273808,73.98336414048059,"Q3,2021"
292,292,1351636,6/29/2021,14624.0,1351636_0.csv,412702.0,4874.666666666667,58496.0,0.1417390756526501,0.025911064954682785,0.9740889350453172,-0.02591087723972545,0.0004020094976943007,0.0004020085719851937,5.4702142077349984,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1351636/000095017021001292/Financial_Report.xlsx,2021-06,3928,-0.35780652213517944,-0.004787736893813124,74.73395678813286,"Q2,2021"
293,293,1351636,3/30/2021,15013.0,1351636_0.csv,423680.0,5004.333333333333,60052.0,0.1417390483383686,-0.03439015219949512,1.0343901521994951,0.18689224444620128,0.00041270299431650276,0.0004127021235145138,-4.121501048211398,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1351636/000095017021000190/Financial_Report.xlsx,2021-03,3935,0.2793553883288372,0.003730314466906029,74.88789237668162,"Q1,2021"
294,294,1351636,12/30/2020,12649.0,1351636_0.csv,409594.0,4216.333333333333,50596.0,0.12352720010547028,,,,0.00041923669688281987,0.00041923643807574215,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1351636/000156459021016134/Financial_Report.xlsx,2020-12,3091,,,76.62404975812025,"Q4,2020"
295,295,1353283,ttm,2673664.0,1353283_0.csv,12000.0,891221.3333333335,10694656.0,891.2213333333333,0.2582060950732521,0.7417939049267479,1.967048747168798,0.06221440372309482,1.1026715894827183e-05,3451.5890613678075,"('-1', 'ttm')",,2021-ttm,1534600,,,73.47048300536673,"-1,ttm"
296,296,1353283,1/30/2022,901119.0,1353283_0.csv,16177.0,300373.0,3604476.0,222.81486060456203,-0.3555387967152673,1.3555387967152672,0.3555737411451808,0.02096844677137871,1.486493191921828e-05,-626.6963343047003,"('Q4', '2021')",,2021-12,409431,96.4956398774452,1.2279690725535908,78.5814903927346,"Q4,2021"
297,297,1353283,10/30/2021,664751.0,1353283_0.csv,11934.0,221583.66666666663,2659004.0,222.80911680911686,-0.09748022806694867,1.0974802280669491,0.09741424993767972,0.01827381124191631,1.162478082992402e-05,-2285.6852228135244,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1353283/000135328321000036/Financial_Report.xlsx,2021-09,386932,365.0301886792452,4.582259478383682,79.66161462510715,"Q3,2021"
298,298,1353283,7/30/2021,605743.0,1353283_0.csv,10874.0,201914.33333333328,2422972.0,222.8225124149347,-0.2064795295684012,1.2064795295684012,0.2065367861034038,0.016651698520366437,1.0592246249756478e-05,-1079.1506203094068,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1353283/000135328321000026/Financial_Report.xlsx,2021-06,382129,205.33530360021493,2.594231471667586,79.15072569381185,"Q2,2021"
299,299,1353283,4/29/2021,502051.0,1353283_0.csv,9013.0,167350.33333333337,2008204.0,222.81193831132808,0.3261812200956938,0.6738187799043063,-0.326176588222978,0.013801235662398893,8.779466199103837e-06,683.0924792235444,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1353283/000135328321000019/Financial_Report.xlsx,2021-03,356108,-81.6199862479945,-1.0558204872265708,77.30479493004903,"Q1,2021"
300,300,1353283,1/30/2021,745078.0,1353283_0.csv,13376.0,248359.33333333328,2980312.0,222.8104066985646,,,,0.020481977059838227,1.3029417494642509e-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1353283/000135328321000009/Financial_Report.xlsx,2020-12,369999,,,77.8376459666336,"Q4,2020"
301,301,1353499,ttm,288.0,1353499_0.csv,7290.0,96.0,1152.0,0.1580246913580247,-5.982758620689657,6.982758620689657,6.783783783783784,6.701570680628272e-06,6.698729906107515e-06,-0.02641334898779664,"('-1', 'ttm')",,2021-ttm,0,,,47.38041803270213,"-1,ttm"
302,302,1353499,9/29/2021,37.0,1353499_0.csv,1044.0,12.333333333333336,148.0,0.1417624521072797,-inf,inf,inf,1.0171192159935124e-06,1.016949152542373e-06,-0.0,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1353499/000147793221008688/Financial_Report.xlsx,2021-09,0,0.0,0.0,49.82428680006321,"Q3,2021"
303,303,1353499,6/29/2021,0.0,1353499_0.csv,0.0,0.0,0.0,,1.0,0.0,-1.0,0.0,0.0,,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1353499/000147793221005928/Financial_Report.xlsx,2021-06,0,-0.0,-0.0,46.62212019349021,"Q2,2021"
304,304,1353499,3/30/2021,251.0,1353499_0.csv,7083.0,83.66666666666667,1004.0,0.1417478469575039,-inf,inf,inf,6.899916843631665e-06,6.89947399181765e-06,-0.0,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1353499/000147793221003454/Financial_Report.xlsx,2021-03,0,0.0,0.0,44.23228864893336,"Q1,2021"
305,305,1353499,12/30/2020,0.0,1353499_0.csv,0.0,0.0,0.0,,,,,0.0,0.0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1353499/000134467621000004/Financial_Report.xlsx,2020-12,0,,,65.6705148813873,"Q4,2020"
306,306,1362190,ttm,24503.0,1362190_0.csv,32000.0,8167.666666666668,98012.0,3.062875,0.056409046678264976,0.9435909533217348,2.774337646333949,0.0005701687027341478,2.9404575719539155e-05,54.29758487977,"('-1', 'ttm')",,2021-ttm,14621,,,64.83139530185615,"-1,ttm"
307,307,1362190,12/30/2021,6492.0,1362190_0.csv,33913.0,2164.0,25968.0,0.765724058620588,-0.04676214581146984,1.0467621458114698,0.046759109964527486,0.00017846318784405088,3.303428794077537e-05,-16.374870000785357,"('Q4', '2021')",,2021-12,3983,2.629042904290429,0.036787448156896704,71.46575900230118,"Q4,2021"
308,308,1362190,9/29/2021,6202.0,1362190_0.csv,32398.0,2067.333333333333,24808.0,0.7657262793999631,-0.03007757853236678,1.0300775785323668,0.030061451586115336,0.00017049117236734497,3.1558542762517044e-05,-25.45837520051548,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1362190/000141057821000108/Financial_Report.xlsx,2021-09,4504,4.761099365750528,0.06586722328483405,72.28328641032562,"Q3,2021"
309,309,1362190,6/29/2021,6021.0,1362190_0.csv,31452.0,2007.0,24084.0,0.7657382678367035,-0.04025136431288242,1.0402513643128823,0.04025570145127855,0.00016551553512153888,3.0637054354178844e-05,-19.023908404307914,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1362190/000110465921103588/Financial_Report.xlsx,2021-06,3380,2.7773212818405915,0.038654584206783256,71.84972594668905,"Q2,2021"
310,310,1362190,3/30/2021,5788.0,1362190_0.csv,30235.0,1929.333333333333,23152.0,0.7657350752439226,-0.03540974624156707,1.035409746241567,0.035420393559928445,0.00015911043303163378,2.9451587765439313e-05,-21.62498059206749,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1362190/000110465921066057/Financial_Report.xlsx,2021-03,2754,2.6634429400386845,0.03716842264942532,71.65875628246133,"Q1,2021"
311,311,1362190,12/30/2020,5590.0,1362190_0.csv,29201.0,1863.333333333333,22360.0,0.7657272011232492,,,,0.00018527418258952984,2.988843398157625e-05,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1362190/000110465921035092/Financial_Report.xlsx,2020-12,2921,,,69.89394440849432,"Q4,2020"
312,312,1366561,ttm,503317.0,1366561_0.csv,4000000.0,167772.33333333337,2013268.0,0.503317,0.12997991341125087,0.8700200865887491,2.4800799291976654,0.011711855730075623,0.0036755719649423945,3.8722675434282414,"('-1', 'ttm')",,2021-ttm,294135,,,70.54139246806392,"-1,ttm"
313,313,1366561,10/30/2021,144628.0,1366561_0.csv,4597595.0,48209.33333333334,578512.0,0.12582926508315762,-0.09786234678599827,1.0978623467859985,0.09786239144956584,0.003975781566775938,0.004478467757646601,-1.2857781283164644,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/1366561/000136656121000139/Financial_Report.xlsx,2021-09,83114,0.20280363569816384,0.0026320278143877928,77.05223880597015,"Q3,2021"
314,314,1366561,7/30/2021,131736.0,1366561_0.csv,4187770.0,43912.0,526944.0,0.12582925996413366,-0.12516026622732496,1.125160266227325,0.12516014417246027,0.0036213842442735507,0.004079261640366257,-1.0053450967864963,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/1366561/000136656121000116/Financial_Report.xlsx,2021-06,77120,0.165551114335885,0.0021548346656299873,76.82775712515489,"Q2,2021"
315,315,1366561,4/29/2021,117082.0,1366561_0.csv,3721932.0,39027.333333333336,468328.0,0.12582927361381133,-0.06563144111104845,1.0656314411110483,0.0656315133201665,0.0032185500553230393,0.0036254938632378727,-1.9172102803732147,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/1366561/000136656121000069/Financial_Report.xlsx,2021-03,71379,0.3113845858544438,0.004051751237624088,76.85185185185185,"Q1,2021"
316,316,1366561,1/30/2021,109871.0,1366561_0.csv,3492701.0,36623.66666666666,439484.0,0.12582926508739226,,,,0.0030203217670384647,0.003402202415741282,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/1366561/000136656121000036/Financial_Report.xlsx,2020-12,62522,,,76.65010645848119,"Q4,2020"
317,317,1370880,ttm,483455.0,1370880_0.csv,5600.0,161151.66666666663,1933820.0,345.325,0.09046613610524606,0.9095338638947541,2.63809100965482,0.011249680046538686,5.145800750919352e-06,3817.1741921005378,"('-1', 'ttm')",,2021-ttm,260213,,,78.01470588235293,"-1,ttm"
318,318,1370880,12/30/2021,132887.0,1370880_0.csv,6157.0,44295.66666666666,531548.0,86.33230469384442,-0.08954167403999293,1.089541674039993,0.08950561613511519,0.0036530248988035103,5.99746736801091e-06,-964.1578138832307,"('Q4', '2021')",,2021-12,72513,143.30632411067194,1.8448867331115149,77.67757312069614,"Q4,2021"
